year,nace_r2_name,nace_r2_code,valueCAP,valueCAPEconComp_QI,valueCAPICT_QI,valueCAPInnovprop_QI,valueCAPIntang_QI,valueCAPNICT_QI,valueCAPTang_QI,valueCAP_QI,valueLAB,valueLAB_QI,valueLP1ConEconComp,valueLP1ConInnovprop,valueLP1ConIntang,valueLP1ConIntangNA,valueLP1ConIntangnonNA,valueLP1ConLC,valueLP1ConTFP,valueLP1ConTangICT,valueLP1ConTangNICT,valueLP1Con_Soft_DB,valueLP1TFP_I,valueLP1_G,valueLP2ConEconComp,valueLP2ConIntang,valueLP2ConIntangNA,valueLP2ConIntangnonNA,valueLP2ConLC,valueLP2ConTFP,valueLP2ConTangICT,valueLP2ConTangNICT,valueLP2Con_Soft_DB,valueLP2TFP_I,valueLP2_G,valueVAConEconComp,valueVAConH,valueVAConInnovprop,valueVAConIntang,valueVAConIntangNA,valueVAConIntangnonNA,valueVAConLC,valueVAConTFP,valueVAConTangICT,valueVAConTangNICT,valueVACon_Soft_DB,valueVATFP_I,valueVAadj_G
1999,Education,P,130634.05,60.740036,17.300449,75.112381,57.0989,94.467636,94.547577,91.86084,381228.84,,.040263291,-.0019514412,.049760744,.0084280474,.041327834,,,,.25424027,.011456621,,2.1241882,.044113159,.054420948,.0090600997,.045355994,,,,.35830945,.011667759,,2.5443985,.029718861,-.85311681,-.0035925964,.036996871,.0066969167,.030295091,,,,-.030795401,.010878334,,.97327167
1999,"Electricity, gas, steam and air conditioning supply",D,237828.88,135.75948,37.073067,119.13877,111.45837,69.604858,69.603676,72.356171,121774,,-.14636748,-.028034769,-.05362504,.12062161,-.17439651,,,,3.7030749,.12062161,,-1.6371891,-.030238926,.13301817,.13373099,-.0008627171,,,,5.107244,.13373099,,.7906549,-.16531383,-.13656156,-.037400428,-.084075853,.11848281,-.20270853,,,,3.4739847,.11848281,,-2.0332913
1999,"Electricity, gas, steam; water supply, sewerage, waste management",D-E,273202.41,116.88264,35.83868,29705.113,9470.5537,486.22137,87.072998,472.94888,194061.48,,.068349913,.05316335,.18917468,.067710519,.12151257,,,,4.1515598,.067710519,,4.8675017,.091081426,.22621499,.070514485,.15574892,,,,4.7725234,.070514485,,6.0022383,-.044084605,-2.3580117,-.0037417812,.0059660315,.053841528,-.04782708,,,,1.0801522,.053841528,,-.74512649
1999,Financial and insurance activities,K,192193.36,53.88533,12.561482,66.263985,59.764336,116.39065,116.39065,79.900467,228530.38,,.35553536,.039419517,.90307158,.36183104,.54032058,,,,.54786664,.36183104,,-16.59605,.47079101,1.2914428,.389442,.90108079,,,,.99923855,.389442,,-14.906894,.36252683,.051525962,.041110035,.92663038,.36350593,.56220454,,,,.57524711,.36350593,,-16.493586
1999,Human health activities,Q86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9726887,,,,,,,,,,,,,2.7198222
1999,Human health and social work activities,Q,86481.648,64.628723,14.614461,58.147247,55.415237,26.701464,26.715963,29.098021,321543.78,,.15542664,.013224017,.22226758,.053374354,.16865061,,,,4.016592,.053374354,,4.410089,.15225004,.21863614,.053169664,.16522387,,,,3.9998093,.053169664,,4.3159165,.079999693,-1.7513547,.0072841286,.13604066,.048514262,.087283775,,,,3.6180866,.048514262,,2.1740017
1999,Imputed rents of owner-occupied dwellings,L68A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Information and communication,J,368828.97,48.819725,33.295212,40.605576,40.163898,40.761711,42.56926,41.329891,195625.38,,.58597076,3.4612548,5.7119446,5.027113,.68645298,,,,5.7665792,1.6627256,,7.5629516,.56942928,5.6495905,4.9853058,.66590631,,,,5.7272263,1.6489098,,7.403779,.73715377,.52521521,3.7536964,6.2818398,5.4092193,.87424254,,,,6.1262522,1.7889963,,9.0177355
1999,Land transport and transport via pipelines,H49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1267762,,,,,,,,,,,,,3.9679899
1999,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",C24-C25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9833384,,,,,,,,,,,,,-.32080704
1999,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.813683,,,,,,,,,,,,,-15.553163
1999,Manufacture of chemicals and chemical products,C20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.632847,,,,,,,,,,,,,-22.453346
1999,Manufacture of coke and refined petroleum products,C19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.13496447,,,,,,,,,,,,,-1.704308
1999,"Manufacture of computer, electronic and optical products",C26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.323959,,,,,,,,,,,,,62.619377
1999,Manufacture of electrical equipment,C27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6172585,,,,,,,,,,,,,10.46093
1999,Manufacture of food products; beverages and tobacco products,C10-C12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0582162,,,,,,,,,,,,,-.36364639
1999,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",C31-C33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3264909,,,,,,,,,,,,,1.0560372
1999,Manufacture of machinery and equipment n.e.c.,C28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8543067,,,,,,,,,,,,,3.1880364
1999,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",C29-C30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0679946,,,,,,,,,,,,,3.4543817
1999,Manufacture of rubber and plastic products and other non-metallic mineral products,C22-C23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4749188,,,,,,,,,,,,,1.1744908
1999,"Manufacture of textiles, wearing apparel, leather and related products",C13-C15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6842718,,,,,,,,,,,,,-8.2951536
1999,"Manufacture of wood, paper, printing and reproduction",C16-C18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0419974,,,,,,,,,,,,,5.0115495
1999,Manufacturing,C,1147410.8,53.444214,27.348213,55.006805,52.26992,30.611841,27.107573,36.691154,1281711,,-.11274567,-.018003155,.086451612,.075895607,.010431011,,,,5.9912386,.21648316,,2.0015154,.059587695,.49128944,.198019,.29314536,,,,6.2823935,.23472562,,3.4590216,.31926814,1.9089974,.51911926,1.1013191,.38204059,.71915334,,,,6.7211218,.2622143,,5.6552639
1999,"Market economy (all industries excluding L, O, P, Q, T and U)",MARKT,3154898.5,55.025745,23.69059,47.067738,49.365692,62.794598,64.410027,61.345592,4844432,,-.016522029,.093927696,.17310683,.19796355,-.024572868,,,,.61431158,.10658985,,-.23106374,-.0020017098,.2013365,.20215668,-.00053629471,,,,.74758774,.10906156,,.18029138,.096538626,1.9454198,.16362931,.39291367,.23061268,.16258489,,,,1.65205,.12583542,,2.9719014
1999,Mining and quarrying,B,10105.515,173.75993,7.4330783,154.41052,149.61821,112.92325,112.92325,115.0233,19851,,.044968721,.22530365,.27531061,.0049268785,.27035394,,,,4.9715357,.0049268785,,-.16746521,.038291682,.2534599,.0048257704,.24860434,,,,4.7450156,.0048257704,,-.84399432,-.097349048,-9.1259766,-.095960483,-.19042635,.0027718213,-.19322796,,,,.14336531,.0027718213,,-14.58735
1999,Non-agricultural market economy (Market economy less industry A),MARKTxAG,3211757.8,54.894882,23.728886,47.028721,49.321327,55.378716,56.910282,55.160213,4149250.3,,-.076521508,.098294191,.1385186,.26156467,-.12277336,,,,.84067351,.14059943,,-1.2920125,-.023605064,.24115746,.27678034,-.035350148,,,,1.1999557,.14959906,,-.22597107,.13658608,2.4329419,.22863464,.55187058,.32284182,.22930151,,,,2.2875917,.17684317,,3.0011995
1999,Other service activities,S,90202.727,66.839813,8.7408152,88.262535,69.387016,163.33553,164.37468,158.23991,112666.2,,.0096958084,.006459916,.023383407,.0017775126,.02160107,,,,-1.2783698,.0072369562,,1.8120785,.0049774623,.012504873,-.00092004729,.013420094,,,,-1.6326334,.0069756769,,1.0051657,.004335179,-.50190645,-.00024197879,.011024034,-.0012872518,.012306461,,,,-1.6808573,.0069401101,,.89532501
1999,Postal and courier activities,H53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4237118,,,,,,,,,,,,,1.2180709
1999,"Professional, scientific and technical activities",M,168749.3,44.578876,19.551956,46.883774,44.19516,77.029495,110.32065,65.310303,298377.16,,-.34915906,-.26636294,-.55899733,.089816786,-.64656007,,,,-2.1933453,.057918299,,-8.4889622,-.35791263,-.59019721,.075300567,-.66324371,,,,-2.2310834,.056640733,,-8.7017822,.090940818,7.2339044,.79793996,1.0096375,.81964833,.1922432,,,,-.29598185,.12215037,,2.2109394
1999,"Professional, scientific and technical activities; administrative and support service activities",M-N,289574.81,39.343922,16.604912,47.437069,42.083271,70.891678,81.899971,61.539822,432693.94,,-.29714179,-.22613961,-.46262407,.06211219,-.52329528,,,,-2.1006551,.061640602,,-6.6533775,-.3060191,-.49061483,.049897201,-.53907108,,,,-2.1536534,.060310896,,-6.8776188,.1002286,6.4123607,.56990528,.79031217,.60888493,.18286803,,,,.2716808,.12116145,,3.3842559
1999,Public administration and defence; compulsory social security,O,349819.28,47.492897,18.513586,52.965454,39.180866,90.568832,90.568832,89.512192,535657,,.014906341,.00064428546,.02775215,.012220889,.015550391,,,,-.11153544,.012220889,,2.3237643,.013421408,.025884164,.011960786,.013942512,,,,-.30349147,.011960786,,1.8329726,.012741129,-.43301475,.00046501576,.025028406,.011841627,.013205908,,,,-.39143047,.011841627,,1.6081309
1999,"Public administration, defence, education, human health and social work activities",O-Q,564354.06,54.182724,17.840321,63.850925,46.759926,88.08638,88.098221,86.821159,1241010.5,,.021045106,.0004696481,.033034526,.011024737,.022007436,,,,.22050726,.011534102,,2.8779037,.020884255,.03283757,.010999775,.021835441,,,,.20899822,.011515833,,2.8406241,.015362496,-.90348935,-.00016047042,.02607636,.01014289,.01593112,,,,-.1860927,.010888667,,1.5608563
1999,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",J58-J60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6132331,,,,,,,,,,,,,7.9232955
1999,Real estate activities,L,743269.5,54.293251,16.547417,61.134521,56.908024,74.925964,74.927429,74.823692,113666.98,,.00074864365,.0083418936,.0099845873,.0017641649,.0082248403,,,,-1.2832527,.00089803734,,.4612079,.0013032368,.011209182,.001798887,.0094147129,,,,-1.0001981,.00091440626,,.79442728,.0057057454,.43743998,.014184239,.020930346,.0020745199,.018860243,,,,1.2467657,.0010443474,,3.4396119
1999,Residential care activities and social work activities without accommodation,Q87-Q88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0407221,,,,,,,,,,,,,.11871269
1999,"Retail trade, except of motor vehicles and motorcycles",G47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9536548,,,,,,,,,,,,,1.183571
1999,Telecommunications,J61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9022875,,,,,,,,,,,,,6.529448
1999,Total - all NACE activities,TOT,4450053.5,54.927917,29.250286,47.583195,49.274223,73.689339,73.510406,71.732361,6213368,,.0058676237,.033688605,.071394406,.060886797,.010662473,,,.090848461,-.032213084,.033526503,,.45362505,.010065265,.079321221,.062032238,.017443849,,,.092660077,.11684911,.034211177,,.83614457,.031366497,1.3589964,.048633806,.11954641,.067844823,.051856436,,,.10185322,.87327594,.037685618,,2.7772672
1999,Total industries (A-S),TOT_IND,4447487.5,54.948639,22.986773,47.530388,49.263752,73.985092,74.681084,72.519028,6214144,,.0073379963,.040817961,.086563252,.073440157,.013289789,,,,-.16202176,.040389974,,.47531277,.012390763,.096117169,.074822895,.021460973,,,,-.01251041,.041215535,,.85861218,.037681185,1.3465849,.058655411,.14393705,.081743836,.062359903,,,,.73583323,.045347687,,2.7771266
1999,Transportation and storage,H,201190.77,66.131149,31.808174,82.221756,61.58601,19.88801,19.854376,21.892292,431308.38,,.023626018,.0081538334,.14876537,.11454471,.033978611,,,,5.2691793,.11675383,,3.4282234,.034030873,.16387376,.11654128,.047090419,,,,5.3489742,.1185808,,3.7350569,.065047599,.84369314,.019605389,.20891164,.12249307,.086176537,,,,5.5868402,.12402698,,4.6497235
1999,Warehousing and support activities for transportation,H52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4167681,,,,,,,,,,,,,12.589987
1999,"Water supply; sewerage, waste management and remediation activities",E,36199.719,70.033676,32.237095,65.249794,62.442013,103.07355,102.9409,101.90812,71461.305,,.046527762,.027510855,.091228075,.017211348,.074038409,,,,3.4627161,.017211348,,14.515579,.046581082,.091319568,.017220519,.074120723,,,,3.4683757,.017220519,,14.532785,.012403545,-7.3311925,.0089587457,.032681596,.011341191,.021362081,,,,-.15927802,.011341191,,3.5038459
1999,Water transport,H50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.753075,,,,,,,,,,,,,-57.131863
1999,Wholesale and retail trade and repair of motor vehicles and motorcycles,G45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.6718197,,,,,,,,,,,,,2.7086794
1999,Wholesale and retail trade; repair of motor vehicles and motorcycles,G,313903.69,52.524551,22.707283,42.431301,47.04311,24.827452,25.420406,32.410805,698510.44,,-.44368768,-.14795882,-.4671236,.054982439,-.52231801,,,,4.2431383,.12404689,,-6.2713566,-.31052274,-.29585531,.069095358,-.36516267,,,,4.4019518,.13386615,,-5.2125401,.51408809,5.2413473,.055472117,.76470703,.15648824,.60800678,,,,5.3853931,.19467093,,1.3440768
1999,"Wholesale trade, except of motor vehicles and motorcycles",G46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1809726,,,,,,,,,,,,,1.1302146
2000,Accommodation and food service activities,I,80146.227,47.068474,11.064001,58.14389,44.330231,79.343819,79.343819,76.438919,166625.77,,.14237906,.0085443575,.16271788,.011750855,.1509375,,,,1.3086922,.011750855,,-4.3532224,.13696849,.15660082,.011534471,.14503682,,,,1.1982384,.011534471,,-4.6618071,.14579958,.12138924,.0088541945,.16658501,.01188765,.15466784,,,,1.37852,.01188765,,-4.1581383
2000,Activities of extraterritorial organisations and bodies,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,0,,,,,,,,2277,,,,,,,,,,,,,8.7046032,,,,,,,,,,,9.2256126,,5.5384197,,,,,,,,,,,14.243023
2000,Administrative and support service activities,N,128700.86,32.550907,13.926731,50.523865,32.234642,65.951698,65.649078,58.143265,183265.84,,-.47902754,-.19785631,-.69858932,-.021902505,-.67681128,,,,-5.36447,-.021902505,,-14.016214,-.4807575,-.70114094,-.022193026,-.67907238,,,,-5.3824811,-.022193026,,-14.063769,.29253837,12.038711,.039030358,.43943614,.10767046,.33164126,,,,2.6686597,.10767046,,7.1936526
2000,"Agriculture, forestry and fishing",A,128136.73,98.78756,21.687674,58.83033,62.020161,107.28441,107.48465,107.07494,551555.25,,.0034168775,.0079586823,.013553162,.0055516278,.0079762749,,,,1.501024,.002162962,,-3.3691778,.0034046264,.013520427,.0055444138,.0079507548,,,,1.4949609,.002160761,,-3.3971615,.00031017256,-5.5506644,.0033221752,.0052517876,.0037223154,.0015042134,,,,-.036554337,.0016047992,,-10.465722
2000,Air transport,H51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.878738,,,,,,,,,,,,,-44.360332
2000,"Arts, entertainment and recreation",R,48524.359,60.923489,18.538063,68.425217,53.756294,86.945404,86.945404,84.352005,104222.02,,-.040550839,-.00010725703,-.021372434,.01929589,-.040658064,,,,-1.0992283,.01929589,,3.4560692,-.010469035,.015007995,.022472234,-.0074539799,,,,-.38646773,.022472234,,5.8251514,.0094198054,2.69098,.0050793458,.039061226,.0245723,.014499185,,,,.084779955,.0245723,,7.3914909
2000,"Arts, entertainment, recreation; other services and service activities, etc.",R-S,140567.58,63.287125,15.382562,107.68374,65.86834,122.21867,122.02451,118.31961,226351.09,,.060767848,.057989009,.13818486,.056368984,.081930816,,,,1.4050065,.019452082,,8.263114,.072015911,.15647952,.059604451,.096990019,,,,1.8772417,.020477701,,9.566287,.0059269769,-3.9621093,.028633175,.048987653,.040594198,.0085083935,,,,-.89741546,.014451586,,1.9093857
2000,Chemicals; basic pharmaceutical products,C20-C21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7089322,,,,,,,,,,,,,-14.421487
2000,"Computer programming, consultancy, and information service activities",J62-J63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.661086,,,,,,,,,,,,,12.981866
2000,"Computer, electronic, optical products; electrical equipment",C26-C27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.982509,,,,,,,,,,,,,28.254377
2000,Construction,F,242190.48,71.298988,21.067738,72.827904,69.744949,74.040138,74.040138,73.374245,372332.13,,.16017112,.22955917,.42268112,.032895491,.38972935,,,,.65769672,.032895491,,11.284682,.11192504,.30434069,.030164039,.27412033,,,,.14177185,.030164039,,9.7388659,.11866432,-.78422064,.17160583,.32087111,.030545581,.2902692,,,,.21383893,.030545581,,9.9547939
2000,Education,P,145278.14,62.485233,21.940002,80.320602,59.689823,94.776085,94.821884,92.300316,430483.94,,.034022965,.011154625,.060018431,.024825593,.035201158,,,,.26344991,.01486539,,8.5281858,.023019856,.046558827,.022863265,.023703886,,,,-.021024993,.014154648,,7.3541431,.026548194,-.59516859,.0099686794,.050874881,.023492521,.027390689,,,,.070196845,.01438256,,7.7306204
2000,"Electricity, gas, steam and air conditioning supply",D,238827.02,126.3744,44.956661,112.82819,106.71996,73.114296,73.11306,75.244003,128679,,.18722269,.13094574,.5077157,.18827617,.31817025,,,,9.5906773,.18827617,,9.3706055,.1718127,.48241824,.18609808,.29505086,,,,9.3826075,.18609808,,9.0146542,-.31012779,-3.9563973,-.11787179,-.30874887,.11797968,-.42799777,,,,2.8753388,.11797968,,-2.1175933
2000,"Electricity, gas, steam; water supply, sewerage, waste management",D-E,281780.03,110.78983,43.462521,28706.656,9236.9668,493.43832,88.365417,478.93304,208254.75,,.016945953,.027406545,.11810417,.073391192,.044354241,,,,4.2348027,.073391192,,5.311686,.012948338,.11145344,.072784007,.038310703,,,,4.1189489,.072784007,,5.1004181,-.10129946,-2.6255414,-.033109777,-.078617498,.055431254,-.13440749,,,,.80796432,.055431254,,-.93741518
2000,Financial and insurance activities,K,232011.36,55.767426,15.173648,67.528038,61.399849,121.77733,121.77733,82.878326,244475.33,,.031692438,-.016799169,-.059815764,.29344857,-.35259002,,,,.38655576,.29344857,,1.8155006,-.035831288,-.28169018,.27516171,-.55617756,,,,.14014451,.27516171,,.82309359,.23359355,1.5671633,.029454613,.60360581,.34812766,.25615245,,,,1.1233443,.34812766,,4.7828741
2000,Human health activities,Q86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4375973,,,,,,,,,,,,,11.824165
2000,Human health and social work activities,Q,92457.563,67.330933,19.486309,59.754635,58.653793,32.807087,32.824902,34.930115,386996.28,,.076587074,.0030238761,.1385233,.058236998,.079617336,,,,3.2947161,.058236998,,9.7435226,.046178475,.10340834,.055883016,.046856374,,,,3.1050944,.055883016,,8.6331396,.11217388,1.0364608,.0057768133,.17961787,.060991839,.11795707,,,,3.5166276,.060991839,,11.04299
2000,Imputed rents of owner-occupied dwellings,L68A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Information and communication,J,371511.25,55.36903,39.806068,46.999817,46.581512,49.003433,52.397591,49.063385,256311.75,,.077740327,.59666049,1.1690964,1.1586382,.009714148,,,,2.2015522,.49434519,,-3.9319873,.12269086,1.3554341,1.2895906,.065099649,,,,2.3213861,.53405237,,-3.4402125,1.1506572,4.4301267,3.0236471,5.6167626,4.284318,1.3317016,,,,5.061851,1.4421082,,7.8061051
2000,Land transport and transport via pipelines,H49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4796357,,,,,,,,,,,,,2.685514
2000,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",C24-C25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75835,,,,,,,,,,,,,15.426789
2000,Manufacture of basic pharmaceutical products and pharmaceutical preparations,C21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9246559,,,,,,,,,,,,,-2.7497425
2000,Manufacture of chemicals and chemical products,C20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.290836,,,,,,,,,,,,,-30.05135
2000,Manufacture of coke and refined petroleum products,C19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-110.64867,,,,,,,,,,,,,-87.529129
2000,"Manufacture of computer, electronic and optical products",C26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9808302,,,,,,,,,,,,,20.934599
2000,Manufacture of electrical equipment,C27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.15439,,,,,,,,,,,,,37.092892
2000,Manufacture of food products; beverages and tobacco products,C10-C12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.069279,,,,,,,,,,,,,4.7570162
2000,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",C31-C33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0772083,,,,,,,,,,,,,10.118855
2000,Manufacture of machinery and equipment n.e.c.,C28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.706106,,,,,,,,,,,,,6.3639379
2000,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",C29-C30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.457834,,,,,,,,,,,,,17.410963
2000,Manufacture of rubber and plastic products and other non-metallic mineral products,C22-C23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7336009,,,,,,,,,,,,,8.2369785
2000,"Manufacture of textiles, wearing apparel, leather and related products",C13-C15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1445218,,,,,,,,,,,,,-1.1738476
2000,"Manufacture of wood, paper, printing and reproduction",C16-C18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2500124,,,,,,,,,,,,,5.0922451
2000,Manufacturing,C,1252783.5,57.046631,32.854427,57.93755,55.73262,37.321766,34.632347,42.602543,1510862,,.69713849,.69875145,1.6241213,.47293437,1.1511256,,,,5.3840508,.22765039,,5.1702089,.65216094,1.5176207,.44016787,1.0773913,,,,5.2893348,.22231762,,4.7354569,.67484826,-.11573632,.6709044,1.571341,.45669577,1.114584,,,,5.337111,.22500756,,4.9547524
2000,"Market economy (all industries excluding L, O, P, Q, T and U)",MARKT,3422293.8,57.8074,28.401167,51.002861,52.853279,65.824158,67.343071,64.412926,5647768,,.1788716,.18633787,.4885186,.23116118,.25715238,,,,1.4840723,.12219821,,4.6073546,.14067064,.41218922,.21773826,.19424592,,,,1.134765,.11485987,,3.5042591,.17078343,-.1434363,.18107098,.4723576,.22831918,.24383338,,,,1.4101145,.12064449,,4.3737998
2000,Mining and quarrying,B,13680.829,156.02309,8.7973833,148.53735,141.23526,111.63036,111.63036,113.27267,18269,,.05798845,.29268116,.35672534,.0062036202,.3505536,,,,5.6039195,.0062036202,,10.80345,.05122187,.33346143,.0060685365,.32742476,,,,5.3441772,.0060685365,,10.064082,-.098538667,-10.556708,-.085816823,-.18142456,.0030787997,-.18447147,,,,-.4045389,.0030787997,,-6.2998681
2000,Non-agricultural market economy (Market economy less industry A),MARKTxAG,3521832.8,57.683334,28.443977,50.969067,52.811623,58.980946,60.427822,58.680283,4868537,,.1811983,.21362844,.54240817,.29650748,.24552131,,,,1.5930772,.15671293,,4.3655677,.15702438,.49419817,.28804144,.20577726,,,,1.4267015,.1520716,,3.8642385,.23891938,.68466949,.25096571,.65752131,.3167221,.34041983,,,,1.9903399,.16779517,,5.562613
2000,Other service activities,S,96978.008,67.240471,10.512718,92.614609,71.788643,157.01695,157.83176,152.3029,117194.27,,.079128012,.13563755,.22691889,.092255071,.13477266,,,,3.6576173,.012164241,,10.614449,.084187716,.23886648,.095463447,.14351185,,,,4.0209355,.012493045,,11.450752,.0036157977,-6.8806186,.037748858,.048610859,.044372644,.0043470305,,,,-1.7646154,.0072571035,,-1.8667109
2000,Postal and courier activities,H53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.694901,,,,,,,,,,,,,6.4224854
2000,"Professional, scientific and technical activities",M,204827.72,46.570675,23.034037,50.2043,47.212521,77.899567,108.3968,66.736061,353350.44,,-.28774801,-.44524339,-.68930417,-.11138324,-.57778811,,,,-2.400171,.043811563,,-3.1146944,-.297263,-.72469622,-.12849928,-.59606415,,,,-2.4403129,.042229529,,-3.3221462,.20048477,6.7689648,.80138606,1.1267356,.76687568,.35999256,,,,-.34041399,.12498891,,7.530067
2000,"Professional, scientific and technical activities; administrative and support service activities",M-N,340404.91,41.519794,19.626099,50.491089,44.918442,73.19603,83.726532,63.880295,529739.94,,-.4086161,-.77064073,-1.1655284,-.38449457,-.78107452,,,,-3.2310133,.013720893,,-7.4220123,-.42047021,-1.2039648,-.40186509,-.80214047,,,,-3.3011622,.011722943,,-7.6961741,.23274243,8.9583998,.55948395,.91405284,.55532813,.35868376,,,,.56437522,.12181879,,7.4113579
2000,Public administration and defence; compulsory social security,O,401179.44,49.494095,25.845961,54.737526,42.836517,90.016708,90.016708,89.055084,610451,,.023183623,.0016466227,.049807273,.025076481,.024830189,,,,.99858642,.025076481,,5.2825785,.021783564,.047992714,.024774307,.023317799,,,,.82618839,.024774307,,4.8424425,.013128898,-1.9097669,.00083990855,.036775749,.022906395,.013968749,,,,-.23951414,.022906395,,2.12168
2000,"Public administration, defence, education, human health and social work activities",O-Q,635407.81,56.200466,24.39669,67.117531,50.069927,87.960724,87.967873,86.801254,1431438.5,,.020650461,.0029361083,.043441568,.021646762,.021806346,,,,.25924888,.019899271,,6.7974753,.016513763,.038273014,.020893686,.017390868,,,,-.024718348,.019324653,,5.86482,.016217101,-.68966949,.0024460801,.037902351,.02083968,.017074212,,,,-.045083042,.019283444,,5.7979345
2000,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",J58-J60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8284836,,,,,,,,,,,,,10.978748
2000,Real estate activities,L,877124.5,59.187637,19.729029,68.229477,62.907887,76.159378,76.159737,76.083298,131378.88,,.017439133,.025890572,.044410095,.0025628754,.041849364,,,,2.4760966,.0010811114,,2.7882788,.016709939,.042782828,.0025105863,.040274389,,,,2.1194994,.0010574169,,2.3758357,.015259949,-.16203177,.02327751,.039547037,.0024066102,.037142575,,,,1.4104102,.0010103011,,1.5556976
2000,Residential care activities and social work activities without accommodation,Q87-Q88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5362549,,,,,,,,,,,,,7.9848976
2000,"Retail trade, except of motor vehicles and motorcycles",G47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.667278,,,,,,,,,,,,,8.6639872
2000,Telecommunications,J61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.1920171,,,,,,,,,,,,,5.0117297
